material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Acero Corrugado,3657.11,187.54,ton,EXSA,2024-12-30,20260405_174124,erp_odoo,685854.41,20260405_175213
Cemento,481.82,102.32,ml,CONCREMAX,2024-08-23,20260405_174124,erp_odoo,49299.82,20260405_175213
Cemento,222.36,162.95,m3,CEMENTO SUR,2024-06-03,20260405_174124,erp_odoo,36233.56,20260405_175213
Tubería HDPE,255.52,200.06,ton,FIRTH,2024-11-28,20260405_174124,erp_odoo,51119.33,20260405_175213
Acero Corrugado,2108.03,313.06,ml,YURA,2024-11-26,20260405_174124,erp_odoo,659939.87,20260405_175213
Arena Gruesa,3422.99,756.4,m2,FIRTH,2024-11-07,20260405_174124,erp_odoo,2589149.64,20260405_175213
Emulsión,3348.42,128.36,und,EXSA,2024-09-10,20260405_174124,erp_odoo,429803.19,20260405_175213
Emulsión,3879.39,542.98,m2,FIRTH,2024-01-05,20260405_174124,erp_odoo,2106431.18,20260405_175213
Asfalto RC-250,985.5,535.52,m3,YURA,2024-05-04,20260405_174124,erp_odoo,527754.96,20260405_175213
Emulsión,1108.02,395.81,und,CONCREMAX,2024-11-27,20260405_174124,erp_odoo,438565.4,20260405_175213
Geomalla,142.52,242.87,m2,YURA,2024-04-11,20260405_174124,erp_odoo,34613.83,20260405_175213
Acero Corrugado,1976.83,234.01,und,CONCREMAX,2024-10-17,20260405_174124,erp_odoo,462597.99,20260405_175213
Piedra 3/4,4390.36,64.02,und,EXSA,2024-07-12,20260405_174124,erp_odoo,281070.85,20260405_175213
Cemento,1341.28,349.98,und,CEMENTO SUR,2024-11-26,20260405_174124,erp_odoo,469421.17,20260405_175213
Arena Gruesa,4261.57,49.38,ton,CEMENTO SUR,2024-05-26,20260405_174124,erp_odoo,210436.33,20260405_175213
Emulsión,4798.69,359.93,m3,CONCREMAX,2024-01-03,20260405_174124,erp_odoo,1727192.49,20260405_175213
Asfalto RC-250,3268.54,206.93,und,YURA,2024-07-05,20260405_174124,erp_odoo,676358.98,20260405_175213
Cemento,4742.31,595.9,und,CEMENTO SUR,2024-07-05,20260405_174124,erp_odoo,2825942.53,20260405_175213
Emulsión,4650.75,225.15,und,CEMENTO SUR,2024-01-17,20260405_174124,erp_odoo,1047116.36,20260405_175213
Emulsión,2316.83,186.36,und,FIRTH,2024-08-02,20260405_174124,erp_odoo,431764.44,20260405_175213
Asfalto RC-250,3436.16,719.04,und,CEMENTO SUR,2024-10-29,20260405_174124,erp_odoo,2470736.49,20260405_175213
Arena Gruesa,1995.93,195.12,m3,CEMENTO SUR,2024-03-30,20260405_174124,erp_odoo,389445.86,20260405_175213
Emulsión,652.71,176.8,und,EXSA,2024-09-02,20260405_174124,erp_odoo,115399.13,20260405_175213
Piedra 3/4,2012.94,226.8,und,FIRTH,2024-10-11,20260405_174124,erp_odoo,456534.79,20260405_175213
Asfalto RC-250,1947.18,720.15,m2,FIRTH,2024-03-03,20260405_174124,erp_odoo,1402261.68,20260405_175213
Arena Gruesa,38.08,255.33,ton,CONCREMAX,2024-01-16,20260405_174124,erp_odoo,9722.97,20260405_175213
Geomalla,115.79,64.85,und,UNACEM,2024-09-12,20260405_174124,erp_odoo,7508.98,20260405_175213
Asfalto RC-250,2745.88,473.82,und,CEMENTO SUR,2024-08-27,20260405_174124,erp_odoo,1301052.86,20260405_175213
Asfalto RC-250,1120.54,609.89,und,FIRTH,2024-01-01,20260405_174124,erp_odoo,683406.14,20260405_175213
Asfalto RC-250,4973.4,657.78,und,CEMENTO SUR,2024-02-07,20260405_174124,erp_odoo,3271403.05,20260405_175213
Acero Corrugado,1550.02,681.51,ml,CONCREMAX,2024-06-17,20260405_174124,erp_odoo,1056354.13,20260405_175213
Piedra 3/4,3063.49,381.92,m2,CONCREMAX,2024-04-09,20260405_174124,erp_odoo,1170008.1,20260405_175213
Arena Gruesa,1459.26,118.99,m2,EXSA,2024-09-18,20260405_174124,erp_odoo,173637.35,20260405_175213
Arena Gruesa,2854.69,638.96,und,YURA,2024-09-30,20260405_174124,erp_odoo,1824032.72,20260405_175213
Geomalla,4091.3,476.97,ml,YURA,2024-11-06,20260405_174124,erp_odoo,1951427.36,20260405_175213
Piedra 3/4,3101.23,760.67,und,FIRTH,2024-09-26,20260405_174124,erp_odoo,2359012.62,20260405_175213
Emulsión,3006.98,737.44,m2,EXSA,2024-09-14,20260405_174124,erp_odoo,2217467.33,20260405_175213
Piedra 3/4,1735.56,514.68,und,CEMENTO SUR,2024-03-14,20260405_174124,erp_odoo,893258.02,20260405_175213
Acero Corrugado,2878.63,748.55,m2,YURA,2024-10-28,20260405_174124,erp_odoo,2154798.49,20260405_175213
Arena Gruesa,2904.84,110.33,m3,FIRTH,2024-10-29,20260405_174124,erp_odoo,320491.0,20260405_175213
Tubería HDPE,3218.28,619.13,ton,EXSA,2024-08-19,20260405_174124,erp_odoo,1992533.7,20260405_175213
Asfalto RC-250,2684.01,336.23,ton,YURA,2024-03-12,20260405_174124,erp_odoo,902444.68,20260405_175213
Geomalla,1952.99,343.67,m2,EXSA,2024-05-16,20260405_174124,erp_odoo,671184.07,20260405_175213
Tubería HDPE,3490.69,237.31,und,UNACEM,2024-02-01,20260405_174124,erp_odoo,828375.64,20260405_175213
Emulsión,1980.62,373.28,und,FIRTH,2024-07-02,20260405_174124,erp_odoo,739325.83,20260405_175213
Emulsión,841.12,546.28,ml,EXSA,2024-10-02,20260405_174124,erp_odoo,459487.03,20260405_175213
Arena Gruesa,1946.54,266.66,m2,EXSA,2024-07-13,20260405_174124,erp_odoo,519064.36,20260405_175213
Tubería HDPE,65.81,292.82,m2,UNACEM,2024-02-24,20260405_174124,erp_odoo,19270.48,20260405_175213
Tubería HDPE,2732.08,720.52,m3,FIRTH,2024-02-10,20260405_174124,erp_odoo,1968518.28,20260405_175213
Geomalla,4683.42,627.87,und,YURA,2024-10-02,20260405_174124,erp_odoo,2940578.92,20260405_175213
Piedra 3/4,3617.98,664.65,und,YURA,2024-07-05,20260405_174124,erp_odoo,2404690.41,20260405_175213
Cemento,3696.62,41.1,m3,CEMENTO SUR,2024-08-06,20260405_174124,erp_odoo,151931.08,20260405_175213
Geomalla,1456.26,731.12,m2,FIRTH,2024-04-07,20260405_174124,erp_odoo,1064700.81,20260405_175213
Asfalto RC-250,924.72,470.55,und,YURA,2024-11-23,20260405_174124,erp_odoo,435127.0,20260405_175213
Piedra 3/4,1385.77,372.33,und,CONCREMAX,2024-04-27,20260405_174124,erp_odoo,515963.74,20260405_175213
Piedra 3/4,3075.58,261.69,m3,CONCREMAX,2024-01-20,20260405_174124,erp_odoo,804848.53,20260405_175213
Arena Gruesa,24.68,555.33,ton,EXSA,2024-05-14,20260405_174124,erp_odoo,13705.54,20260405_175213
Piedra 3/4,383.04,577.74,ton,CONCREMAX,2024-12-28,20260405_174124,erp_odoo,221297.53,20260405_175213
Asfalto RC-250,2121.81,763.16,ton,EXSA,2024-10-12,20260405_174124,erp_odoo,1619280.52,20260405_175213
Arena Gruesa,1742.25,586.06,m2,CEMENTO SUR,2024-04-14,20260405_174124,erp_odoo,1021063.03,20260405_175213
Piedra 3/4,2502.08,795.29,ml,CONCREMAX,2024-01-06,20260405_174124,erp_odoo,1989879.2,20260405_175213
Geomalla,2320.02,524.45,ton,FIRTH,2024-08-27,20260405_174124,erp_odoo,1216734.49,20260405_175213
Emulsión,223.12,22.16,m2,UNACEM,2024-05-07,20260405_174124,erp_odoo,4944.34,20260405_175213
Asfalto RC-250,3753.2,123.57,und,CEMENTO SUR,2024-09-26,20260405_174124,erp_odoo,463782.92,20260405_175213
Geomalla,355.38,591.33,m2,YURA,2024-09-24,20260405_174124,erp_odoo,210146.86,20260405_175213
Asfalto RC-250,925.63,755.97,ml,CEMENTO SUR,2024-07-07,20260405_174124,erp_odoo,699748.51,20260405_175213
Arena Gruesa,4121.54,42.51,ml,EXSA,2024-01-02,20260405_174124,erp_odoo,175206.67,20260405_175213
Acero Corrugado,3200.02,279.36,ml,EXSA,2024-12-20,20260405_174124,erp_odoo,893957.59,20260405_175213
Arena Gruesa,446.55,447.05,und,EXSA,2024-09-20,20260405_174124,erp_odoo,199630.18,20260405_175213
Arena Gruesa,1864.1,414.07,m3,FIRTH,2024-03-20,20260405_174124,erp_odoo,771867.89,20260405_175213
Emulsión,2892.02,774.3,ml,YURA,2024-02-27,20260405_174124,erp_odoo,2239291.09,20260405_175213
Geomalla,25.62,670.96,und,FIRTH,2024-06-02,20260405_174124,erp_odoo,17190.0,20260405_175213
Asfalto RC-250,3577.01,181.63,m2,YURA,2024-06-26,20260405_174124,erp_odoo,649692.33,20260405_175213
Piedra 3/4,4458.82,218.03,ton,FIRTH,2024-07-28,20260405_174124,erp_odoo,972156.52,20260405_175213
Tubería HDPE,4248.25,252.31,ton,CONCREMAX,2024-03-28,20260405_174124,erp_odoo,1071875.96,20260405_175213
Cemento,2470.6,659.34,und,FIRTH,2024-09-01,20260405_174124,erp_odoo,1628965.4,20260405_175213
Piedra 3/4,1771.92,111.85,m3,CEMENTO SUR,2024-10-03,20260405_174124,erp_odoo,198189.25,20260405_175213
Emulsión,2523.48,437.01,m3,EXSA,2024-02-08,20260405_174124,erp_odoo,1102785.99,20260405_175213
Geomalla,899.53,425.13,und,CONCREMAX,2024-06-28,20260405_174124,erp_odoo,382417.19,20260405_175213
Piedra 3/4,1599.75,453.9,ton,CEMENTO SUR,2024-05-15,20260405_174124,erp_odoo,726126.52,20260405_175213
Geomalla,2029.76,785.2,und,CEMENTO SUR,2024-11-07,20260405_174124,erp_odoo,1593767.55,20260405_175213
Emulsión,504.95,610.2,und,EXSA,2024-02-19,20260405_174124,erp_odoo,308120.49,20260405_175213
Geomalla,3161.26,731.62,m3,UNACEM,2024-08-19,20260405_174124,erp_odoo,2312841.04,20260405_175213
Asfalto RC-250,4016.28,21.76,m3,CONCREMAX,2024-02-06,20260405_174124,erp_odoo,87394.25,20260405_175213
Geomalla,650.74,316.61,und,EXSA,2024-11-30,20260405_174124,erp_odoo,206030.79,20260405_175213
Asfalto RC-250,3883.41,22.53,ton,YURA,2024-09-18,20260405_174124,erp_odoo,87493.23,20260405_175213
Cemento,2012.26,739.25,m2,EXSA,2024-08-28,20260405_174124,erp_odoo,1487563.2,20260405_175213
Piedra 3/4,1565.94,486.63,und,CEMENTO SUR,2024-10-22,20260405_174124,erp_odoo,762033.38,20260405_175213
Acero Corrugado,2972.73,792.75,und,UNACEM,2024-03-15,20260405_174124,erp_odoo,2356631.71,20260405_175213
Asfalto RC-250,1252.28,565.65,ton,FIRTH,2024-10-10,20260405_174124,erp_odoo,708352.18,20260405_175213
Arena Gruesa,1681.51,537.15,m2,YURA,2024-09-13,20260405_174124,erp_odoo,903223.1,20260405_175213
Piedra 3/4,2387.46,101.0,und,UNACEM,2024-06-07,20260405_174124,erp_odoo,241133.46,20260405_175213
Acero Corrugado,4348.36,166.88,und,CONCREMAX,2024-03-21,20260405_174124,erp_odoo,725654.32,20260405_175213
Geomalla,3280.7,413.82,ml,UNACEM,2024-12-10,20260405_174124,erp_odoo,1357619.27,20260405_175213
Emulsión,1458.2,160.39,m2,FIRTH,2024-08-10,20260405_174124,erp_odoo,233880.7,20260405_175213
Acero Corrugado,2937.2,561.8,m3,EXSA,2024-01-21,20260405_174124,erp_odoo,1650118.96,20260405_175213
Cemento,2124.67,204.92,m3,EXSA,2024-02-11,20260405_174124,erp_odoo,435387.38,20260405_175213
Cemento,3566.47,263.0,und,CONCREMAX,2024-02-04,20260405_174124,erp_odoo,937981.61,20260405_175213
Acero Corrugado,3740.73,622.89,und,UNACEM,2024-07-14,20260405_174124,erp_odoo,2330063.31,20260405_175213
Emulsión,589.46,102.96,und,CONCREMAX,2024-09-18,20260405_174124,erp_odoo,60690.8,20260405_175213
Tubería HDPE,1846.97,394.85,ton,EXSA,2024-09-22,20260405_174124,erp_odoo,729276.1,20260405_175213
Emulsión,2651.18,538.61,und,CONCREMAX,2024-02-17,20260405_174124,erp_odoo,1427952.06,20260405_175213
Tubería HDPE,2358.99,57.84,m2,FIRTH,2024-02-08,20260405_174124,erp_odoo,136443.98,20260405_175213
Arena Gruesa,1601.12,608.26,m3,FIRTH,2024-09-27,20260405_174124,erp_odoo,973897.25,20260405_175213
Emulsión,3990.6,781.33,m2,CEMENTO SUR,2024-12-29,20260405_174124,erp_odoo,3117975.5,20260405_175213
Geomalla,360.64,109.69,und,YURA,2024-04-05,20260405_174124,erp_odoo,39558.6,20260405_175213
Emulsión,2220.62,158.28,und,CEMENTO SUR,2024-03-14,20260405_174124,erp_odoo,351479.73,20260405_175213
Asfalto RC-250,1966.48,535.89,ml,FIRTH,2024-04-09,20260405_174124,erp_odoo,1053816.97,20260405_175213
Asfalto RC-250,3889.06,411.72,und,UNACEM,2024-11-17,20260405_174124,erp_odoo,1601203.78,20260405_175213
Arena Gruesa,625.22,25.04,ton,CONCREMAX,2024-05-03,20260405_174124,erp_odoo,15655.51,20260405_175213
Acero Corrugado,3601.27,460.54,m2,CEMENTO SUR,2024-07-15,20260405_174124,erp_odoo,1658528.89,20260405_175213
Acero Corrugado,680.34,315.92,m3,EXSA,2024-05-19,20260405_174124,erp_odoo,214933.01,20260405_175213
Arena Gruesa,4931.29,242.45,und,YURA,2024-11-18,20260405_174124,erp_odoo,1195591.26,20260405_175213
Emulsión,2164.97,622.06,ton,EXSA,2024-02-28,20260405_174124,erp_odoo,1346741.24,20260405_175213
Geomalla,2997.17,203.48,ton,CONCREMAX,2024-11-12,20260405_174124,erp_odoo,609864.15,20260405_175213
Cemento,429.26,22.17,ml,CEMENTO SUR,2024-07-26,20260405_174124,erp_odoo,9516.69,20260405_175213
Cemento,2061.06,389.85,m2,CEMENTO SUR,2024-05-06,20260405_174124,erp_odoo,803504.24,20260405_175213
Emulsión,4024.79,629.08,m3,CONCREMAX,2024-05-25,20260405_174124,erp_odoo,2531914.89,20260405_175213
Tubería HDPE,4858.9,728.16,m3,EXSA,2024-07-10,20260405_174124,erp_odoo,3538056.62,20260405_175213
Piedra 3/4,749.81,363.74,m3,UNACEM,2024-03-17,20260405_174124,erp_odoo,272735.89,20260405_175213
Tubería HDPE,4387.7,174.66,ml,FIRTH,2024-03-02,20260405_174124,erp_odoo,766355.68,20260405_175213
Tubería HDPE,423.19,21.76,m2,YURA,2024-01-17,20260405_174124,erp_odoo,9208.61,20260405_175213
Arena Gruesa,4012.82,261.12,und,YURA,2024-03-23,20260405_174124,erp_odoo,1047827.56,20260405_175213
Geomalla,4332.96,535.48,m2,UNACEM,2024-08-17,20260405_174124,erp_odoo,2320213.42,20260405_175213
Acero Corrugado,986.85,612.77,und,YURA,2024-06-21,20260405_174124,erp_odoo,604712.07,20260405_175213
Asfalto RC-250,4511.52,553.32,m3,CONCREMAX,2024-09-24,20260405_174124,erp_odoo,2496314.25,20260405_175213
Geomalla,818.16,686.92,m3,YURA,2024-05-03,20260405_174124,erp_odoo,562010.47,20260405_175213
Tubería HDPE,1669.51,468.54,und,EXSA,2024-07-23,20260405_174124,erp_odoo,782232.22,20260405_175213
Asfalto RC-250,548.05,710.77,m3,EXSA,2024-05-07,20260405_174124,erp_odoo,389537.5,20260405_175213
Emulsión,789.76,625.11,m3,UNACEM,2024-07-30,20260405_174124,erp_odoo,493686.87,20260405_175213
Piedra 3/4,2022.64,403.69,ton,FIRTH,2024-03-05,20260405_174124,erp_odoo,816519.54,20260405_175213
Asfalto RC-250,50.01,568.54,m2,FIRTH,2024-02-22,20260405_174124,erp_odoo,28432.69,20260405_175213
Geomalla,2166.88,314.04,und,CONCREMAX,2024-10-03,20260405_174124,erp_odoo,680487.0,20260405_175213
Arena Gruesa,958.65,321.92,und,CONCREMAX,2024-12-04,20260405_174124,erp_odoo,308608.61,20260405_175213
Arena Gruesa,71.52,336.36,ml,UNACEM,2024-02-17,20260405_174124,erp_odoo,24056.47,20260405_175213
Piedra 3/4,336.52,599.73,m2,CEMENTO SUR,2024-07-22,20260405_174124,erp_odoo,201821.14,20260405_175213
Piedra 3/4,1913.21,331.24,m2,CEMENTO SUR,2024-07-18,20260405_174124,erp_odoo,633731.68,20260405_175213
Piedra 3/4,394.25,707.19,ml,CONCREMAX,2024-04-25,20260405_174124,erp_odoo,278809.66,20260405_175213
Piedra 3/4,2759.47,632.32,und,UNACEM,2024-12-23,20260405_174124,erp_odoo,1744868.07,20260405_175213
Tubería HDPE,1164.7,458.9,m2,CEMENTO SUR,2024-08-09,20260405_174124,erp_odoo,534480.83,20260405_175213
Tubería HDPE,4484.33,670.9,und,FIRTH,2024-06-30,20260405_174124,erp_odoo,3008537.0,20260405_175213
Acero Corrugado,4237.07,529.76,und,CONCREMAX,2024-04-07,20260405_174124,erp_odoo,2244630.2,20260405_175213
Arena Gruesa,2231.03,162.75,ton,EXSA,2024-05-27,20260405_174124,erp_odoo,363100.13,20260405_175213
Emulsión,4821.3,179.18,m3,EXSA,2024-03-15,20260405_174124,erp_odoo,863880.53,20260405_175213
Asfalto RC-250,379.2,476.02,und,CONCREMAX,2024-01-06,20260405_174124,erp_odoo,180506.78,20260405_175213
Arena Gruesa,4144.21,368.3,ton,FIRTH,2024-02-19,20260405_174124,erp_odoo,1526312.54,20260405_175213
Geomalla,693.26,236.94,m3,UNACEM,2024-08-31,20260405_174124,erp_odoo,164261.02,20260405_175213
Arena Gruesa,1543.25,430.22,ton,FIRTH,2024-12-09,20260405_174124,erp_odoo,663937.02,20260405_175213
Emulsión,2804.38,569.12,m2,FIRTH,2024-01-24,20260405_174124,erp_odoo,1596028.75,20260405_175213
Acero Corrugado,3863.28,147.96,m2,YURA,2024-01-05,20260405_174124,erp_odoo,571610.91,20260405_175213
Cemento,485.7,312.91,und,EXSA,2024-03-29,20260405_174124,erp_odoo,151980.39,20260405_175213
Asfalto RC-250,775.94,668.87,und,CONCREMAX,2024-02-02,20260405_174124,erp_odoo,519002.99,20260405_175213
Asfalto RC-250,2955.51,507.45,und,CONCREMAX,2024-07-03,20260405_174124,erp_odoo,1499773.55,20260405_175213
Emulsión,1202.87,659.67,m2,CEMENTO SUR,2024-01-20,20260405_174124,erp_odoo,793497.25,20260405_175213
Piedra 3/4,3776.17,534.72,ml,FIRTH,2024-04-13,20260405_174124,erp_odoo,2019193.62,20260405_175213
Geomalla,4602.71,238.19,und,UNACEM,2024-01-29,20260405_174124,erp_odoo,1096319.49,20260405_175213
Acero Corrugado,3188.96,176.5,und,YURA,2024-05-19,20260405_174124,erp_odoo,562851.44,20260405_175213
Arena Gruesa,3461.4,166.47,ton,CONCREMAX,2024-10-30,20260405_174124,erp_odoo,576219.26,20260405_175213
Piedra 3/4,4385.58,348.54,ml,EXSA,2024-06-10,20260405_174124,erp_odoo,1528550.05,20260405_175213
Arena Gruesa,3350.91,680.7,und,EXSA,2024-08-19,20260405_174124,erp_odoo,2280964.44,20260405_175213
Arena Gruesa,235.87,354.13,und,YURA,2024-02-01,20260405_174124,erp_odoo,83528.64,20260405_175213
Arena Gruesa,2191.41,247.76,ton,CEMENTO SUR,2024-09-16,20260405_174124,erp_odoo,542943.74,20260405_175213
Cemento,3991.26,660.91,ton,EXSA,2024-09-27,20260405_174124,erp_odoo,2637863.65,20260405_175213
Geomalla,3957.24,231.18,ton,UNACEM,2024-03-08,20260405_174124,erp_odoo,914834.74,20260405_175213
Tubería HDPE,965.95,382.89,ml,UNACEM,2024-10-24,20260405_174124,erp_odoo,369852.6,20260405_175213
Geomalla,715.09,361.34,und,UNACEM,2024-09-10,20260405_174124,erp_odoo,258390.62,20260405_175213
Asfalto RC-250,4787.73,221.87,und,UNACEM,2024-07-19,20260405_174124,erp_odoo,1062253.66,20260405_175213
Asfalto RC-250,3088.7,648.57,m2,YURA,2024-11-02,20260405_174124,erp_odoo,2003238.16,20260405_175213
Acero Corrugado,229.26,421.08,ton,CEMENTO SUR,2024-09-27,20260405_174124,erp_odoo,96536.8,20260405_175213
Acero Corrugado,695.9,33.12,und,EXSA,2024-02-02,20260405_174124,erp_odoo,23048.21,20260405_175213
Asfalto RC-250,3691.39,527.16,ton,EXSA,2024-12-04,20260405_174124,erp_odoo,1945953.15,20260405_175213
Asfalto RC-250,2617.84,30.7,m3,CEMENTO SUR,2024-05-20,20260405_174124,erp_odoo,80367.69,20260405_175213
Geomalla,876.69,679.22,m3,UNACEM,2024-02-20,20260405_174124,erp_odoo,595465.38,20260405_175213
Piedra 3/4,828.97,383.06,m3,EXSA,2024-02-24,20260405_174124,erp_odoo,317545.25,20260405_175213
Asfalto RC-250,4208.12,348.55,m3,UNACEM,2024-03-10,20260405_174124,erp_odoo,1466740.23,20260405_175213
Emulsión,4145.59,550.66,ml,YURA,2024-02-15,20260405_174124,erp_odoo,2282810.59,20260405_175213
Piedra 3/4,4582.08,483.63,m2,EXSA,2024-05-20,20260405_174124,erp_odoo,2216031.35,20260405_175213
Emulsión,2761.24,384.57,m2,EXSA,2024-02-15,20260405_174124,erp_odoo,1061890.07,20260405_175213
Acero Corrugado,4764.03,471.15,ton,CONCREMAX,2024-10-10,20260405_174124,erp_odoo,2244572.73,20260405_175213
Geomalla,387.1,584.98,m3,UNACEM,2024-06-20,20260405_174124,erp_odoo,226445.76,20260405_175213
Cemento,2094.87,225.02,ton,CEMENTO SUR,2024-06-24,20260405_174124,erp_odoo,471387.65,20260405_175213
Cemento,1091.49,244.91,und,CEMENTO SUR,2024-06-08,20260405_174124,erp_odoo,267316.82,20260405_175213
Arena Gruesa,3003.83,171.64,ton,CEMENTO SUR,2024-11-04,20260405_174124,erp_odoo,515577.38,20260405_175213
Cemento,2547.4,123.83,und,UNACEM,2024-06-15,20260405_174124,erp_odoo,315444.54,20260405_175213
Arena Gruesa,3914.52,146.03,m3,FIRTH,2024-09-22,20260405_174124,erp_odoo,571637.36,20260405_175213
Acero Corrugado,4076.12,460.99,m3,EXSA,2024-03-26,20260405_174124,erp_odoo,1879050.56,20260405_175213
Tubería HDPE,116.17,561.31,und,CONCREMAX,2024-02-24,20260405_174124,erp_odoo,65207.38,20260405_175213
Piedra 3/4,1404.32,556.94,m2,UNACEM,2024-12-09,20260405_174124,erp_odoo,782121.98,20260405_175213
Cemento,2365.67,448.54,m2,EXSA,2024-07-31,20260405_174124,erp_odoo,1061097.62,20260405_175213
Emulsión,881.14,233.43,m2,FIRTH,2024-07-25,20260405_174124,erp_odoo,205684.51,20260405_175213
Piedra 3/4,1963.3,775.71,und,UNACEM,2024-01-14,20260405_174124,erp_odoo,1522951.44,20260405_175213
Cemento,1782.86,677.2,m2,UNACEM,2024-12-30,20260405_174124,erp_odoo,1207352.79,20260405_175213
Tubería HDPE,4269.11,200.41,m3,UNACEM,2024-06-01,20260405_174124,erp_odoo,855572.34,20260405_175213
Cemento,3528.15,178.59,und,FIRTH,2024-04-27,20260405_174124,erp_odoo,630092.31,20260405_175213
Arena Gruesa,1603.42,408.07,und,CONCREMAX,2024-10-01,20260405_174124,erp_odoo,654307.6,20260405_175213
Cemento,2252.04,191.41,ton,CEMENTO SUR,2024-10-03,20260405_174124,erp_odoo,431062.98,20260405_175213
Emulsión,339.21,441.82,m3,FIRTH,2024-12-17,20260405_174124,erp_odoo,149869.76,20260405_175213
Arena Gruesa,4130.22,221.0,ton,FIRTH,2024-01-28,20260405_174124,erp_odoo,912778.62,20260405_175213
Geomalla,4846.31,178.29,und,YURA,2024-05-03,20260405_174124,erp_odoo,864048.61,20260405_175213
Emulsión,2006.05,635.14,m2,EXSA,2024-08-02,20260405_174124,erp_odoo,1274122.6,20260405_175213
Acero Corrugado,2691.99,512.07,ton,EXSA,2024-12-05,20260405_174124,erp_odoo,1378487.32,20260405_175213
Cemento,870.72,358.81,ml,UNACEM,2024-01-13,20260405_174124,erp_odoo,312423.04,20260405_175213
Cemento,1241.14,466.03,ml,YURA,2024-05-21,20260405_174124,erp_odoo,578408.47,20260405_175213
Piedra 3/4,2668.47,525.07,ton,YURA,2024-05-21,20260405_174124,erp_odoo,1401133.54,20260405_175213
Asfalto RC-250,1460.7,670.68,m2,EXSA,2024-06-26,20260405_174124,erp_odoo,979662.28,20260405_175213
Piedra 3/4,3894.21,139.89,und,CEMENTO SUR,2024-04-04,20260405_174124,erp_odoo,544761.04,20260405_175213
Acero Corrugado,364.05,33.58,und,CONCREMAX,2024-01-04,20260405_174124,erp_odoo,12224.8,20260405_175213
Emulsión,3802.78,371.92,m2,CEMENTO SUR,2024-07-31,20260405_174124,erp_odoo,1414329.94,20260405_175213
Geomalla,4131.42,261.63,ton,YURA,2024-03-09,20260405_174124,erp_odoo,1080903.41,20260405_175213
Tubería HDPE,4430.79,644.39,und,FIRTH,2024-11-21,20260405_174124,erp_odoo,2855156.77,20260405_175213
Asfalto RC-250,1746.97,308.85,m3,EXSA,2024-06-11,20260405_174124,erp_odoo,539551.68,20260405_175213
Geomalla,2272.32,147.64,m3,CONCREMAX,2024-07-23,20260405_174124,erp_odoo,335485.32,20260405_175213
Cemento,3476.97,110.63,m2,CONCREMAX,2024-08-29,20260405_174124,erp_odoo,384657.19,20260405_175213
Acero Corrugado,16.76,69.73,ml,FIRTH,2024-02-12,20260405_174124,erp_odoo,1168.67,20260405_175213
Tubería HDPE,3776.03,507.14,ton,EXSA,2024-02-11,20260405_174124,erp_odoo,1914975.85,20260405_175213
Acero Corrugado,3908.77,560.56,ton,CONCREMAX,2024-11-06,20260405_174124,erp_odoo,2191100.11,20260405_175213
Cemento,2737.88,752.62,und,FIRTH,2024-05-24,20260405_174124,erp_odoo,2060583.25,20260405_175213
Asfalto RC-250,2449.06,465.98,m2,UNACEM,2024-04-16,20260405_174124,erp_odoo,1141212.98,20260405_175213
