material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source
Emulsión,2945.69,591.88,m3,CONCREMAX,2024-04-03,20260405_232605,erp_odoo
Emulsión,4301.71,623.66,,CEMENTO SUR,2024-07-10,20260405_232605,erp_odoo
Asfalto RC-250,4705.24,98.79,m3,EXSA,2024-07-12,20260405_232605,erp_odoo
Tubería HDPE,2618.14,154.48,m2,CEMENTO SUR,2024-08-26,20260405_232605,erp_odoo
Cemento,869.28,294.54,ml,FIRTH,2024-01-04,20260405_232605,erp_odoo
Piedra 3/4,586.31,465.9,und,UNACEM,2024-06-14,20260405_232605,erp_odoo
Asfalto RC-250,1867.38,42.31,m3,YURA,2024-11-23,20260405_232605,erp_odoo
Tubería HDPE,1657.73,369.53,ton,UNACEM,2024-02-27,20260405_232605,erp_odoo
Tubería HDPE,834.6,782.33,m3,UNACEM,2024-02-29,20260405_232605,erp_odoo
Piedra 3/4,2929.84,469.25,ml,UNACEM,2024-02-29,20260405_232605,erp_odoo
Tubería HDPE,3122.82,368.25,,CONCREMAX,2024-12-18,20260405_232605,erp_odoo
Geomalla,2239.35,585.39,ton,EXSA,2024-08-17,20260405_232605,erp_odoo
Arena Gruesa,3405.78,791.43,,YURA,2024-01-06,20260405_232605,erp_odoo
Asfalto RC-250,34.86,654.14,ton,CEMENTO SUR,2024-10-15,20260405_232605,erp_odoo
Piedra 3/4,2327.12,217.45,ton,CEMENTO SUR,2024-08-02,20260405_232605,erp_odoo
Emulsión,92.45,742.8,m2,YURA,2024-08-15,20260405_232605,erp_odoo
Emulsión,895.53,432.64,m3,CEMENTO SUR,2024-12-29,20260405_232605,erp_odoo
Piedra 3/4,981.77,795.35,ml,UNACEM,2024-04-27,20260405_232605,erp_odoo
Piedra 3/4,2044.38,781.93,m2,UNACEM,2024-02-14,20260405_232605,erp_odoo
Asfalto RC-250,1401.03,545.01,m2,UNACEM,2024-07-14,20260405_232605,erp_odoo
Piedra 3/4,4498.03,662.59,ton,EXSA,2024-02-10,20260405_232605,erp_odoo
Asfalto RC-250,4340.45,519.72,ton,FIRTH,2024-01-22,20260405_232605,erp_odoo
Asfalto RC-250,1128.69,222.98,ml,UNACEM,2024-12-18,20260405_232605,erp_odoo
Piedra 3/4,2560.34,55.97,,CEMENTO SUR,2024-01-28,20260405_232605,erp_odoo
Cemento,35.16,343.21,m3,YURA,2024-01-01,20260405_232605,erp_odoo
Asfalto RC-250,1810.86,261.08,ton,FIRTH,2024-07-05,20260405_232605,erp_odoo
Tubería HDPE,4812.79,389.51,m2,CEMENTO SUR,2024-09-22,20260405_232605,erp_odoo
Geomalla,1764.87,492.08,und,FIRTH,2024-03-30,20260405_232605,erp_odoo
Piedra 3/4,2704.6,146.39,m2,CEMENTO SUR,2024-07-11,20260405_232605,erp_odoo
Cemento,1819.16,795.21,m2,FIRTH,2024-04-28,20260405_232605,erp_odoo
Arena Gruesa,840.67,532.06,ton,CEMENTO SUR,2024-03-10,20260405_232605,erp_odoo
Emulsión,,622.02,,CEMENTO SUR,2024-03-28,20260405_232605,erp_odoo
Arena Gruesa,2956.03,203.59,ton,EXSA,2024-02-28,20260405_232605,erp_odoo
Asfalto RC-250,4712.23,355.47,,EXSA,2024-07-17,20260405_232605,erp_odoo
Acero Corrugado,3112.17,322.55,m2,FIRTH,2024-08-12,20260405_232605,erp_odoo
Acero Corrugado,3067.76,458.99,ton,CONCREMAX,2024-07-09,20260405_232605,erp_odoo
Acero Corrugado,4811.3,775.46,,CONCREMAX,2024-09-22,20260405_232605,erp_odoo
Piedra 3/4,1334.38,210.06,m3,UNACEM,2024-12-14,20260405_232605,erp_odoo
Cemento,3046.48,351.06,und,CEMENTO SUR,2024-11-28,20260405_232605,erp_odoo
Geomalla,1660.88,707.98,m2,CONCREMAX,2024-08-28,20260405_232605,erp_odoo
Geomalla,3671.13,203.55,ml,CEMENTO SUR,2024-04-26,20260405_232605,erp_odoo
Emulsión,3601.86,775.56,m2,EXSA,2024-07-11,20260405_232605,erp_odoo
Acero Corrugado,1006.16,686.92,und,FIRTH,2024-01-03,20260405_232605,erp_odoo
Acero Corrugado,3183.22,195.24,,CEMENTO SUR,2024-10-16,20260405_232605,erp_odoo
Acero Corrugado,4408.34,458.77,m2,YURA,2024-09-17,20260405_232605,erp_odoo
Geomalla,2504.22,164.94,und,CEMENTO SUR,2024-10-10,20260405_232605,erp_odoo
Asfalto RC-250,685.66,416.29,und,UNACEM,2024-05-01,20260405_232605,erp_odoo
Asfalto RC-250,4322.2,42.2,m3,CONCREMAX,2024-01-18,20260405_232605,erp_odoo
Piedra 3/4,2268.34,133.93,m2,UNACEM,2024-08-20,20260405_232605,erp_odoo
Arena Gruesa,4402.19,286.82,m2,EXSA,2024-09-04,20260405_232605,erp_odoo
Cemento,,697.06,ml,CEMENTO SUR,2024-11-16,20260405_232605,erp_odoo
Tubería HDPE,3177.41,329.74,m3,YURA,2024-07-20,20260405_232605,erp_odoo
Arena Gruesa,2106.24,649.12,m3,FIRTH,2024-12-13,20260405_232605,erp_odoo
Emulsión,634.18,259.32,,CONCREMAX,2024-06-14,20260405_232605,erp_odoo
Asfalto RC-250,1552.33,559.54,m3,UNACEM,2024-02-25,20260405_232605,erp_odoo
Geomalla,2485.89,439.2,,CEMENTO SUR,2024-09-04,20260405_232605,erp_odoo
Arena Gruesa,4543.36,16.51,und,CONCREMAX,2024-01-04,20260405_232605,erp_odoo
Acero Corrugado,2435.72,88.45,ton,FIRTH,2024-06-26,20260405_232605,erp_odoo
Piedra 3/4,3179.27,354.45,m2,FIRTH,2024-10-11,20260405_232605,erp_odoo
Acero Corrugado,440.44,310.09,ton,UNACEM,2024-05-09,20260405_232605,erp_odoo
Acero Corrugado,4337.22,346.57,ml,CONCREMAX,2024-03-11,20260405_232605,erp_odoo
Acero Corrugado,2456.22,152.49,ml,FIRTH,2024-01-27,20260405_232605,erp_odoo
Arena Gruesa,1542.74,291.48,und,CONCREMAX,2024-03-21,20260405_232605,erp_odoo
Acero Corrugado,4787.42,367.14,,CEMENTO SUR,2024-08-06,20260405_232605,erp_odoo
Asfalto RC-250,729.72,476.04,und,YURA,2024-07-28,20260405_232605,erp_odoo
Arena Gruesa,3855.79,236.65,m3,CONCREMAX,2024-11-02,20260405_232605,erp_odoo
Acero Corrugado,,525.9,ton,CONCREMAX,2024-04-07,20260405_232605,erp_odoo
Arena Gruesa,3261.08,97.78,,YURA,2024-07-20,20260405_232605,erp_odoo
Emulsión,4535.88,231.19,m3,CEMENTO SUR,2024-04-28,20260405_232605,erp_odoo
Acero Corrugado,2813.03,150.81,m2,CONCREMAX,2024-05-02,20260405_232605,erp_odoo
Cemento,4799.69,197.08,und,YURA,2024-12-31,20260405_232605,erp_odoo
Geomalla,4255.25,554.73,ml,UNACEM,2024-02-19,20260405_232605,erp_odoo
Geomalla,4695.86,344.66,ton,YURA,2024-04-11,20260405_232605,erp_odoo
Cemento,4062.72,243.79,und,YURA,2024-05-22,20260405_232605,erp_odoo
Acero Corrugado,,453.87,ton,CEMENTO SUR,2024-11-19,20260405_232605,erp_odoo
Cemento,609.44,167.14,und,EXSA,2024-06-21,20260405_232605,erp_odoo
Geomalla,2830.15,30.67,ml,FIRTH,2024-04-25,20260405_232605,erp_odoo
Acero Corrugado,1986.39,73.5,ton,EXSA,2024-07-22,20260405_232605,erp_odoo
Geomalla,,654.55,m2,FIRTH,2024-06-17,20260405_232605,erp_odoo
Emulsión,1077.79,269.12,ml,CONCREMAX,2024-07-11,20260405_232605,erp_odoo
Acero Corrugado,1869.35,553.49,ml,EXSA,2024-01-18,20260405_232605,erp_odoo
Piedra 3/4,92.62,616.5,m3,UNACEM,2024-04-19,20260405_232605,erp_odoo
Acero Corrugado,1367.28,99.93,ton,FIRTH,2024-02-22,20260405_232605,erp_odoo
Emulsión,1479.49,14.35,ton,CEMENTO SUR,2024-04-11,20260405_232605,erp_odoo
Cemento,3708.16,784.24,m2,EXSA,2024-04-28,20260405_232605,erp_odoo
Tubería HDPE,2670.75,162.46,ton,CONCREMAX,2024-08-06,20260405_232605,erp_odoo
Geomalla,2425.78,112.0,,EXSA,2024-10-29,20260405_232605,erp_odoo
Acero Corrugado,1483.21,747.61,und,EXSA,2024-06-27,20260405_232605,erp_odoo
Tubería HDPE,4005.4,277.82,ton,YURA,2024-05-05,20260405_232605,erp_odoo
Arena Gruesa,1571.45,551.82,m3,EXSA,2024-03-08,20260405_232605,erp_odoo
Emulsión,3474.94,385.89,ml,YURA,2024-11-17,20260405_232605,erp_odoo
Tubería HDPE,,425.23,ml,FIRTH,2024-03-24,20260405_232605,erp_odoo
Tubería HDPE,3934.24,399.51,,FIRTH,2024-04-13,20260405_232605,erp_odoo
Emulsión,926.16,665.23,ml,FIRTH,2024-04-01,20260405_232605,erp_odoo
Tubería HDPE,2877.87,361.67,und,CEMENTO SUR,2024-12-03,20260405_232605,erp_odoo
Arena Gruesa,2541.78,591.54,m2,CONCREMAX,2024-07-14,20260405_232605,erp_odoo
Arena Gruesa,1491.33,502.23,m3,CEMENTO SUR,2024-08-06,20260405_232605,erp_odoo
Asfalto RC-250,1534.86,723.87,ton,EXSA,2024-01-05,20260405_232605,erp_odoo
Piedra 3/4,114.18,664.32,m3,CONCREMAX,2024-10-12,20260405_232605,erp_odoo
Acero Corrugado,2919.75,453.9,m3,YURA,2024-03-13,20260405_232605,erp_odoo
Acero Corrugado,1598.33,532.05,m3,CONCREMAX,2024-11-26,20260405_232605,erp_odoo
Geomalla,1987.22,367.86,ml,FIRTH,2024-05-31,20260405_232605,erp_odoo
Tubería HDPE,4412.49,716.43,und,UNACEM,2024-07-11,20260405_232605,erp_odoo
Asfalto RC-250,472.98,656.99,m3,YURA,2024-12-02,20260405_232605,erp_odoo
Emulsión,941.83,371.04,m3,EXSA,2024-05-21,20260405_232605,erp_odoo
Asfalto RC-250,3103.21,740.86,,UNACEM,2024-12-09,20260405_232605,erp_odoo
Geomalla,679.73,617.3,,CEMENTO SUR,2024-03-01,20260405_232605,erp_odoo
Asfalto RC-250,1499.46,402.75,,YURA,2024-05-08,20260405_232605,erp_odoo
Piedra 3/4,3539.7,246.71,ml,CONCREMAX,2024-07-30,20260405_232605,erp_odoo
Geomalla,2964.16,335.07,ton,FIRTH,2024-04-03,20260405_232605,erp_odoo
Piedra 3/4,1326.58,368.45,ml,UNACEM,2024-03-25,20260405_232605,erp_odoo
Geomalla,2344.31,239.16,ml,FIRTH,2024-02-09,20260405_232605,erp_odoo
Piedra 3/4,3674.54,273.44,und,YURA,2024-08-09,20260405_232605,erp_odoo
Asfalto RC-250,3108.24,671.21,ml,CEMENTO SUR,2024-10-17,20260405_232605,erp_odoo
Arena Gruesa,4234.74,30.1,und,CONCREMAX,2024-02-12,20260405_232605,erp_odoo
Arena Gruesa,2061.2,51.58,und,FIRTH,2024-06-30,20260405_232605,erp_odoo
Tubería HDPE,4366.13,459.83,,CEMENTO SUR,2024-03-18,20260405_232605,erp_odoo
Tubería HDPE,4499.15,676.22,,CEMENTO SUR,2024-07-04,20260405_232605,erp_odoo
Emulsión,3994.14,719.89,m2,UNACEM,2024-12-08,20260405_232605,erp_odoo
Cemento,1449.72,364.79,m3,FIRTH,2024-05-26,20260405_232605,erp_odoo
Cemento,2126.03,172.02,m2,FIRTH,2024-11-05,20260405_232605,erp_odoo
Acero Corrugado,3650.87,797.64,ml,EXSA,2024-03-02,20260405_232605,erp_odoo
Asfalto RC-250,814.32,761.36,und,EXSA,2024-02-11,20260405_232605,erp_odoo
Tubería HDPE,4058.43,714.21,ml,EXSA,2024-06-20,20260405_232605,erp_odoo
Cemento,2927.6,535.63,ml,CONCREMAX,2024-02-13,20260405_232605,erp_odoo
Geomalla,4808.23,393.62,ton,FIRTH,2024-02-20,20260405_232605,erp_odoo
Cemento,429.29,10.66,und,FIRTH,2024-11-21,20260405_232605,erp_odoo
Piedra 3/4,407.32,342.34,m2,YURA,2024-06-09,20260405_232605,erp_odoo
Cemento,610.74,270.95,,CEMENTO SUR,2024-12-23,20260405_232605,erp_odoo
Emulsión,1906.77,648.21,,UNACEM,2024-01-19,20260405_232605,erp_odoo
Piedra 3/4,1554.35,785.1,m3,CEMENTO SUR,2024-09-24,20260405_232605,erp_odoo
Asfalto RC-250,4069.71,199.7,ml,YURA,2024-09-30,20260405_232605,erp_odoo
Asfalto RC-250,2230.77,99.26,,UNACEM,2024-12-07,20260405_232605,erp_odoo
Acero Corrugado,1556.21,497.85,ml,YURA,2024-11-24,20260405_232605,erp_odoo
Geomalla,1604.03,395.14,und,YURA,2024-11-09,20260405_232605,erp_odoo
Tubería HDPE,4809.21,487.47,ton,EXSA,2024-01-22,20260405_232605,erp_odoo
Arena Gruesa,3468.41,315.37,m3,FIRTH,2024-01-30,20260405_232605,erp_odoo
Acero Corrugado,2339.07,766.77,und,EXSA,2024-01-28,20260405_232605,erp_odoo
Emulsión,4738.96,543.58,ton,EXSA,2024-01-07,20260405_232605,erp_odoo
Cemento,264.22,449.18,und,CEMENTO SUR,2024-04-28,20260405_232605,erp_odoo
Arena Gruesa,33.14,355.17,ml,CEMENTO SUR,2024-10-08,20260405_232605,erp_odoo
Acero Corrugado,1511.63,67.43,m3,UNACEM,2024-01-29,20260405_232605,erp_odoo
Arena Gruesa,426.42,629.19,m3,FIRTH,2024-07-15,20260405_232605,erp_odoo
Arena Gruesa,978.96,161.81,und,CEMENTO SUR,2024-02-14,20260405_232605,erp_odoo
Geomalla,2063.7,625.66,m3,FIRTH,2024-12-23,20260405_232605,erp_odoo
Asfalto RC-250,1697.0,651.21,ton,CONCREMAX,2024-03-23,20260405_232605,erp_odoo
Cemento,2582.16,535.0,m2,CONCREMAX,2024-02-15,20260405_232605,erp_odoo
Cemento,1380.02,200.13,und,UNACEM,2024-03-30,20260405_232605,erp_odoo
Geomalla,3331.9,61.19,m3,CEMENTO SUR,2024-09-19,20260405_232605,erp_odoo
Geomalla,562.22,343.23,und,YURA,2024-11-04,20260405_232605,erp_odoo
Geomalla,639.21,376.62,,YURA,2024-10-24,20260405_232605,erp_odoo
Acero Corrugado,558.93,710.77,,FIRTH,2024-04-09,20260405_232605,erp_odoo
Acero Corrugado,1023.31,716.08,ml,FIRTH,2024-08-13,20260405_232605,erp_odoo
Geomalla,2993.65,52.3,ton,EXSA,2024-08-18,20260405_232605,erp_odoo
Geomalla,2309.55,41.78,ton,CEMENTO SUR,2024-04-09,20260405_232605,erp_odoo
Asfalto RC-250,1053.66,51.76,ml,CEMENTO SUR,2024-09-21,20260405_232605,erp_odoo
Arena Gruesa,1378.96,744.71,ton,CONCREMAX,2024-09-11,20260405_232605,erp_odoo
Arena Gruesa,4638.55,478.33,m3,CEMENTO SUR,2024-01-10,20260405_232605,erp_odoo
Tubería HDPE,4168.33,528.17,m3,FIRTH,2024-11-20,20260405_232605,erp_odoo
Emulsión,2250.17,270.46,m3,YURA,2024-03-05,20260405_232605,erp_odoo
Emulsión,1116.79,60.55,und,FIRTH,2024-10-10,20260405_232605,erp_odoo
Emulsión,346.68,624.7,m3,YURA,2024-12-20,20260405_232605,erp_odoo
Acero Corrugado,1268.86,620.66,und,CONCREMAX,2024-06-11,20260405_232605,erp_odoo
Geomalla,4027.06,552.06,m2,YURA,2024-11-27,20260405_232605,erp_odoo
Cemento,2673.78,51.62,ml,FIRTH,2024-12-28,20260405_232605,erp_odoo
Cemento,190.99,392.28,m2,CONCREMAX,2024-07-08,20260405_232605,erp_odoo
Acero Corrugado,1350.87,271.61,,UNACEM,2024-12-30,20260405_232605,erp_odoo
Asfalto RC-250,2976.59,319.04,ton,UNACEM,2024-10-27,20260405_232605,erp_odoo
Piedra 3/4,2320.66,398.9,ton,CONCREMAX,2024-10-24,20260405_232605,erp_odoo
Asfalto RC-250,2461.03,42.48,ml,CEMENTO SUR,2024-03-04,20260405_232605,erp_odoo
Acero Corrugado,61.12,87.61,,CONCREMAX,2024-09-23,20260405_232605,erp_odoo
Geomalla,3051.62,561.93,ml,UNACEM,2024-09-28,20260405_232605,erp_odoo
Cemento,2889.32,321.01,und,EXSA,2024-03-31,20260405_232605,erp_odoo
Acero Corrugado,914.2,366.69,,UNACEM,2024-04-14,20260405_232605,erp_odoo
Geomalla,3012.98,373.49,ton,FIRTH,2024-03-12,20260405_232605,erp_odoo
Cemento,,703.28,ml,YURA,2024-05-13,20260405_232605,erp_odoo
Asfalto RC-250,321.78,680.91,,UNACEM,2024-03-11,20260405_232605,erp_odoo
Emulsión,486.45,268.52,ton,CEMENTO SUR,2024-03-10,20260405_232605,erp_odoo
Piedra 3/4,206.89,621.55,m3,EXSA,2024-10-26,20260405_232605,erp_odoo
Arena Gruesa,1439.84,690.92,ml,YURA,2024-08-18,20260405_232605,erp_odoo
Arena Gruesa,2365.76,36.69,ton,EXSA,2024-04-20,20260405_232605,erp_odoo
Piedra 3/4,2144.63,604.61,ml,UNACEM,2024-03-13,20260405_232605,erp_odoo
Emulsión,4284.48,650.47,ton,YURA,2024-05-05,20260405_232605,erp_odoo
Emulsión,2489.71,46.58,m3,YURA,2024-04-11,20260405_232605,erp_odoo
Acero Corrugado,3549.76,212.2,,CONCREMAX,2024-02-14,20260405_232605,erp_odoo
Emulsión,2601.34,366.95,und,UNACEM,2024-07-16,20260405_232605,erp_odoo
Arena Gruesa,589.08,240.86,ton,UNACEM,2024-05-14,20260405_232605,erp_odoo
Emulsión,3042.66,765.78,m3,UNACEM,2024-10-18,20260405_232605,erp_odoo
Emulsión,1535.26,423.74,ml,CEMENTO SUR,2024-10-29,20260405_232605,erp_odoo
Arena Gruesa,1364.43,88.92,und,EXSA,2024-06-02,20260405_232605,erp_odoo
Tubería HDPE,127.27,664.73,,EXSA,2024-05-31,20260405_232605,erp_odoo
Acero Corrugado,856.19,731.38,m3,UNACEM,2024-03-04,20260405_232605,erp_odoo
Cemento,478.12,279.06,ml,UNACEM,2024-03-03,20260405_232605,erp_odoo
Tubería HDPE,695.77,235.06,m2,FIRTH,2024-03-05,20260405_232605,erp_odoo
Arena Gruesa,3951.81,444.32,m3,CONCREMAX,2024-05-29,20260405_232605,erp_odoo
Piedra 3/4,2002.75,640.79,,CONCREMAX,2024-10-02,20260405_232605,erp_odoo
Piedra 3/4,2160.22,342.47,und,FIRTH,2024-02-22,20260405_232605,erp_odoo
Asfalto RC-250,4192.29,471.04,m2,CEMENTO SUR,2024-04-26,20260405_232605,erp_odoo
Emulsión,3956.13,96.01,m2,EXSA,2024-12-04,20260405_232605,erp_odoo
Asfalto RC-250,2363.81,243.96,,YURA,2024-12-18,20260405_232605,erp_odoo
Arena Gruesa,675.22,362.57,m3,EXSA,2024-12-25,20260405_232605,erp_odoo
Arena Gruesa,2326.7,506.69,und,UNACEM,2024-10-05,20260405_232605,erp_odoo
Arena Gruesa,2744.67,97.71,und,YURA,2024-01-07,20260405_232605,erp_odoo
Acero Corrugado,1252.79,416.81,ton,UNACEM,2024-11-05,20260405_232605,erp_odoo
Piedra 3/4,4384.02,272.86,ton,CEMENTO SUR,2024-03-09,20260405_232605,erp_odoo
Acero Corrugado,1448.39,537.08,,CONCREMAX,2024-01-30,20260405_232605,erp_odoo
Acero Corrugado,4703.53,44.86,,UNACEM,2024-10-03,20260405_232605,erp_odoo
Asfalto RC-250,4970.84,507.13,,FIRTH,2024-06-21,20260405_232605,erp_odoo
Asfalto RC-250,4012.93,62.47,m3,EXSA,2024-01-30,20260405_232605,erp_odoo
Piedra 3/4,2271.98,189.94,m2,YURA,2024-08-12,20260405_232605,erp_odoo
Acero Corrugado,1409.72,366.15,ton,YURA,2024-05-19,20260405_232605,erp_odoo
Asfalto RC-250,1400.15,436.94,m3,CONCREMAX,2024-03-18,20260405_232605,erp_odoo
Asfalto RC-250,3473.27,427.98,ml,CONCREMAX,2024-11-15,20260405_232605,erp_odoo
Geomalla,2753.96,78.94,m3,CEMENTO SUR,2024-04-24,20260405_232605,erp_odoo
Piedra 3/4,3442.94,22.47,ml,FIRTH,2024-05-15,20260405_232605,erp_odoo
Piedra 3/4,2414.7,495.99,ml,FIRTH,2024-01-11,20260405_232605,erp_odoo
Tubería HDPE,1401.55,787.65,m2,EXSA,2024-10-02,20260405_232605,erp_odoo
Emulsión,3368.1,202.16,und,CEMENTO SUR,2024-01-12,20260405_232605,erp_odoo
Cemento,2881.81,630.88,ton,CEMENTO SUR,2024-12-18,20260405_232605,erp_odoo
Geomalla,2011.54,190.42,,UNACEM,2024-09-25,20260405_232605,erp_odoo
Geomalla,1618.1,392.91,ml,EXSA,2024-05-06,20260405_232605,erp_odoo
Tubería HDPE,3168.57,434.71,ton,CONCREMAX,2024-01-28,20260405_232605,erp_odoo
Acero Corrugado,3578.73,571.59,,FIRTH,2024-03-11,20260405_232605,erp_odoo
Piedra 3/4,3481.56,729.43,und,CEMENTO SUR,2024-05-03,20260405_232605,erp_odoo
Geomalla,4642.01,368.43,ml,CONCREMAX,2024-01-07,20260405_232605,erp_odoo
Asfalto RC-250,2903.99,321.39,und,CEMENTO SUR,2024-06-07,20260405_232605,erp_odoo
Emulsión,3865.24,792.41,ton,CEMENTO SUR,2024-12-23,20260405_232605,erp_odoo
Cemento,2333.05,611.68,ml,CONCREMAX,2024-07-26,20260405_232605,erp_odoo
Acero Corrugado,4228.3,370.13,,EXSA,2024-11-12,20260405_232605,erp_odoo
Geomalla,,124.04,und,EXSA,2024-11-21,20260405_232605,erp_odoo
Piedra 3/4,3660.13,40.25,ton,UNACEM,2024-05-06,20260405_232605,erp_odoo
Acero Corrugado,1024.6,26.39,,EXSA,2024-10-03,20260405_232605,erp_odoo
Arena Gruesa,275.79,117.06,m3,CEMENTO SUR,2024-08-25,20260405_232605,erp_odoo
Geomalla,4586.33,27.56,und,CEMENTO SUR,2024-05-31,20260405_232605,erp_odoo
Geomalla,3077.08,794.1,m2,UNACEM,2024-10-03,20260405_232605,erp_odoo
Geomalla,2259.54,503.46,m2,UNACEM,2024-09-20,20260405_232605,erp_odoo
Emulsión,3539.27,229.72,m2,CONCREMAX,2024-08-24,20260405_232605,erp_odoo
Arena Gruesa,3641.25,677.8,m3,CONCREMAX,2024-02-20,20260405_232605,erp_odoo
Asfalto RC-250,4566.37,382.53,und,YURA,2024-12-09,20260405_232605,erp_odoo
Tubería HDPE,3405.5,13.57,und,EXSA,2024-06-01,20260405_232605,erp_odoo
Asfalto RC-250,3949.22,159.28,und,EXSA,2024-01-11,20260405_232605,erp_odoo
Cemento,4541.71,663.81,ml,UNACEM,2024-09-08,20260405_232605,erp_odoo
Emulsión,1779.87,447.2,ml,FIRTH,2024-09-29,20260405_232605,erp_odoo
Arena Gruesa,3808.44,436.41,m2,EXSA,2024-10-24,20260405_232605,erp_odoo
Piedra 3/4,4050.62,415.33,ml,YURA,2024-07-29,20260405_232605,erp_odoo
Arena Gruesa,2037.32,403.2,m2,CONCREMAX,2024-09-22,20260405_232605,erp_odoo
Cemento,4352.22,165.61,ml,UNACEM,2024-08-17,20260405_232605,erp_odoo
Asfalto RC-250,360.45,412.27,,UNACEM,2024-07-05,20260405_232605,erp_odoo
Geomalla,4184.87,661.72,,FIRTH,2024-12-15,20260405_232605,erp_odoo
Asfalto RC-250,2346.02,5.93,m2,CEMENTO SUR,2024-10-08,20260405_232605,erp_odoo
Piedra 3/4,101.41,741.29,ml,CONCREMAX,2024-10-03,20260405_232605,erp_odoo
Piedra 3/4,2723.55,572.94,m3,UNACEM,2024-12-04,20260405_232605,erp_odoo
Cemento,2817.02,111.96,m3,UNACEM,2024-01-15,20260405_232605,erp_odoo
Cemento,2456.43,258.32,m3,EXSA,2024-07-11,20260405_232605,erp_odoo
Tubería HDPE,3182.01,425.03,,FIRTH,2024-01-02,20260405_232605,erp_odoo
Arena Gruesa,4808.87,666.31,,UNACEM,2024-03-06,20260405_232605,erp_odoo
Emulsión,1851.69,6.07,ml,CONCREMAX,2024-01-09,20260405_232605,erp_odoo
Asfalto RC-250,3799.43,477.42,ton,FIRTH,2024-08-27,20260405_232605,erp_odoo
Cemento,545.94,547.67,m3,UNACEM,2024-10-05,20260405_232605,erp_odoo
Emulsión,3612.02,724.93,m2,CONCREMAX,2024-11-28,20260405_232605,erp_odoo
Tubería HDPE,2639.05,513.11,m3,CONCREMAX,2024-11-14,20260405_232605,erp_odoo
Piedra 3/4,2669.08,584.47,,EXSA,2024-08-28,20260405_232605,erp_odoo
Cemento,208.56,241.09,und,CEMENTO SUR,2024-06-16,20260405_232605,erp_odoo
Arena Gruesa,1064.94,691.0,,FIRTH,2024-06-16,20260405_232605,erp_odoo
Arena Gruesa,1692.29,670.79,und,CONCREMAX,2024-04-26,20260405_232605,erp_odoo
Emulsión,4431.44,12.71,und,CONCREMAX,2024-04-23,20260405_232605,erp_odoo
Emulsión,4541.41,799.73,ton,CONCREMAX,2024-09-19,20260405_232605,erp_odoo
Asfalto RC-250,3275.54,287.03,m2,EXSA,2024-03-23,20260405_232605,erp_odoo
Acero Corrugado,3006.43,429.96,ton,EXSA,2024-06-29,20260405_232605,erp_odoo
Geomalla,2633.86,382.08,m2,UNACEM,2024-12-01,20260405_232605,erp_odoo
Cemento,3047.34,566.77,,CONCREMAX,2024-06-19,20260405_232605,erp_odoo
Geomalla,445.13,357.75,ton,CONCREMAX,2024-02-09,20260405_232605,erp_odoo
Emulsión,871.58,422.0,und,UNACEM,2024-12-19,20260405_232605,erp_odoo
Tubería HDPE,3320.06,577.07,ton,YURA,2024-09-02,20260405_232605,erp_odoo
Acero Corrugado,558.23,763.5,,CEMENTO SUR,2024-12-27,20260405_232605,erp_odoo
Emulsión,577.62,585.24,m2,CONCREMAX,2024-11-04,20260405_232605,erp_odoo
Tubería HDPE,4753.94,703.18,m2,CONCREMAX,2024-03-25,20260405_232605,erp_odoo
Acero Corrugado,24.86,229.83,m2,YURA,2024-12-22,20260405_232605,erp_odoo
Asfalto RC-250,3776.41,106.37,m3,FIRTH,2024-09-06,20260405_232605,erp_odoo
Arena Gruesa,2539.96,138.04,und,CEMENTO SUR,2024-08-31,20260405_232605,erp_odoo
Arena Gruesa,456.96,418.0,und,YURA,2024-10-20,20260405_232605,erp_odoo
Asfalto RC-250,3569.52,134.32,m2,FIRTH,2024-12-10,20260405_232605,erp_odoo
Piedra 3/4,3408.81,701.83,ton,EXSA,2024-01-21,20260405_232605,erp_odoo
Tubería HDPE,3519.07,327.48,ml,UNACEM,2024-04-09,20260405_232605,erp_odoo
Piedra 3/4,2839.53,269.39,und,YURA,2024-05-15,20260405_232605,erp_odoo
Cemento,,125.75,und,EXSA,2024-02-27,20260405_232605,erp_odoo
Acero Corrugado,3775.57,9.2,ml,UNACEM,2024-12-29,20260405_232605,erp_odoo
Acero Corrugado,2503.03,772.53,und,CONCREMAX,2024-02-13,20260405_232605,erp_odoo
Arena Gruesa,2101.86,143.01,,UNACEM,2024-06-06,20260405_232605,erp_odoo
Cemento,1182.11,28.58,m2,UNACEM,2024-06-25,20260405_232605,erp_odoo
Arena Gruesa,4392.89,275.76,m2,CEMENTO SUR,2024-07-19,20260405_232605,erp_odoo
Asfalto RC-250,2589.45,166.96,ml,UNACEM,2024-02-06,20260405_232605,erp_odoo
Cemento,2546.57,193.24,m3,CEMENTO SUR,2024-06-15,20260405_232605,erp_odoo
Piedra 3/4,4871.25,47.81,,UNACEM,2024-08-25,20260405_232605,erp_odoo
Geomalla,2114.98,185.27,m3,UNACEM,2024-08-11,20260405_232605,erp_odoo
Acero Corrugado,831.75,746.53,m2,CONCREMAX,2024-07-20,20260405_232605,erp_odoo
Emulsión,,766.89,m2,UNACEM,2024-04-23,20260405_232605,erp_odoo
Emulsión,4308.34,219.17,ml,CONCREMAX,2024-09-10,20260405_232605,erp_odoo
